Service,Date,Users
Digital Situation Report,6/1/2020,"12,902.00"
EHA Connect,6/1/2020,
Donation Sites - Raisely - crisisrelief.un.org,6/1/2020,"2,133.00"
#N/A,6/1/2020,660.00
ReliefWeb Labs,6/1/2020,405.00
ReliefWeb API Documentation,6/1/2020,141.00
HumFin Data Hub,6/1/2020,"1,011.00"
"Well Being Survey
",6/1/2020,
Impossible Choices microsite - WHD 2016,6/1/2020,
Donation Sites - UN Foundation,6/1/2020,436.00
UNOCHA Wellbeing,6/1/2020,4.00
Pakistan Drought Portal,6/1/2020,5.00
CBPF Grant Management System Blog,6/1/2020,55.00
CHF Aghanistan,6/1/2020,412.00
CHF CAR,6/1/2020,229.00
CHF DRC,6/1/2020,390.00
CHF Somalia,6/1/2020,429.00
CHF South Sudan,6/1/2020,410.00
CHF Sudan,6/1/2020,323.00
FTS Archive,6/1/2020,74.00
Monitor Humanitario,6/1/2020,229.00
OCHA Colombia Wiki,6/1/2020,"31,981.00"
SIDI / 4W Plus,6/1/2020,630.00
SIDI Legacy,6/1/2020,9.00
Humanitarian Tools,6/1/2020,370.00
"Disaster Response in Asia and the Pacific
",6/1/2020,59.00
Confluence Wiki - IM Toolbox and rest of wikis,6/1/2020,20.00
CERF Data API Documentation,6/1/2020,14.00
OCHAHub,6/1/2020,
Humanitarian ID - About and FAQ,6/1/2020,"1,823.00"
Deliver Aid Better,6/1/2020,"1,049.00"
Humanitarian ICT Forum 2017 Schedule,6/1/2020,
OCHA Year in Review 2014,6/1/2020,1.00
OCHA Year in Review 2015,6/1/2020,4.00
OCHA Year in Review 2016,6/1/2020,16.00
Well Being Survey COVID-19,6/1/2020,
Well Being Survey COVID-19 - French,6/1/2020,
Well Being Survey - French,6/1/2020,
oPt Humanitarian Atlas,6/1/2020,
West Bank Emergency Management System,6/1/2020,
Pakistan: COVID - 19 Portal,6/1/2020,393.00
COVID-19 Response in Somalia,6/1/2020,800.00
ROAP COVID-19 Data Portal,6/1/2020,633.00
ROMENA COVID-19 Data Portal,6/1/2020,8.00
Yemen Humanitarian Exposure,6/1/2020,469.00
DEEP - Landing Page,6/1/2020,472.00
HDX Tools,6/1/2020,
OCHA Learning Management System,6/1/2020,
#N/A,6/1/2020,71.00
OCT: Donors' Contributions Dashboard,6/1/2020,14.00
Global IM Cell - COVID,6/1/2020,547.00
OCHA 3W,6/1/2020,107.00
PSEA IASC,6/1/2020,286.00
Agenda for Humanity/PACT - Archived,7/1/2020,"3,845.00"
CBPF Public Portal,7/1/2020,"2,552.00"
CBPF Grants Management System,7/1/2020,"4,145.00"
Centre for Humanitarian Data,7/1/2020,"3,177.00"
CERF,7/1/2020,"8,006.00"
CERF Grant Management System,7/1/2020,
DEEP - App,7/1/2020,373.00
Environmental Emergencies Center,7/1/2020,
HDX,7/1/2020,"81,881.00"
HPC: FTS,7/1/2020,"13,942.00"
HPC: Humanitarian Insights,7/1/2020,"1,702.00"
HPC: Indicator Registry,7/1/2020,570.00
HPC: Projects,7/1/2020,"1,529.00"
HPC: Response Planning & Monitoring,7/1/2020,274.00
Humanitarian Atlas,7/1/2020,884.00
Humanitarian ID,7/1/2020,"12,651.00"
Humanitarian ID - Website,7/1/2020,"4,566.00"
Humanitarian Needs Overview Syria 2019,7/1/2020,644.00
Humanitarian Programme Cycle Yemen,7/1/2020,12.00
HumanitarianResponse.info,7/1/2020,"114,844.00"
HXL,7/1/2020,311.00
IASC Gender with Age Marker (GAM),7/1/2020,"1,570.00"
IASC Inter-Agency Standing Committee,7/1/2020,"34,684.00"
INSARAG,7/1/2020,"8,191.00"
KoBoToolbox - OCHA Instance,7/1/2020,"36,883.00"
OCHA Contribution Tracking (OCT),7/1/2020,95.00
OCHA Corporate Directory,7/1/2020,
OCHA Donor Support Group,7/1/2020,92.00
OCHA Exposure,7/1/2020,"3,571.00"
Online Project System (OPS) - Archived,7/1/2020,0.00
Protection of Civilians Aide-Memoire,7/1/2020,95.00
Redhum,7/1/2020,"3,080.00"
ReliefWeb,7/1/2020,"1,289,107.00"
ReliefWeb Mobile,7/1/2020,"39,569.00"
SARA - Preparedness Tracker,7/1/2020,233.00
Saving Lives Together,7/1/2020,26.00
SMART - Surge Capacity,7/1/2020,
Healthy Field Worker,7/1/2020,152.00
Taxonomy Service,7/1/2020,76.00
UNDAC 25 years Ready to Go,7/1/2020,73.00
UNOCHA Occupied Palestinian Territories (oPt),7/1/2020,"11,154.00"
oPt 3W,7/1/2020,
oPt Access Coordination,7/1/2020,383.00
UNOCHA Syria Hub,7/1/2020,335.00
World Humanitarian Data and Trends 2017,7/1/2020,14.00
World Humanitarian Data and Trends 2018,7/1/2020,37.00
unocha.org,7/1/2020,"77,039.00"
"Emergency Response Collaboration Platforms (VOSOCC, HNPW, LEP & others)",7/1/2020,"5,074.00"
WCA Weekly Humanitarian Snapshot,7/1/2020,101.00
Lake Chad,7/1/2020,7.00
HPC: Assessment Registry & KMP,7/1/2020,207.00
Digital Situation Report,7/1/2020,"12,468.00"
EHA Connect,7/1/2020,
Donation Sites - Raisely - crisisrelief.un.org,7/1/2020,"1,019.00"
#N/A,7/1/2020,"1,694.00"
ReliefWeb Labs,7/1/2020,347.00
ReliefWeb API Documentation,7/1/2020,148.00
HumFin Data Hub,7/1/2020,"1,117.00"
"Well Being Survey
",7/1/2020,
Impossible Choices microsite - WHD 2016,7/1/2020,
Donation Sites - UN Foundation,7/1/2020,248.00
UNOCHA Wellbeing,7/1/2020,0.00
Pakistan Drought Portal,7/1/2020,0.00
CBPF Grant Management System Blog,7/1/2020,104.00
CHF Aghanistan,7/1/2020,292.00
CHF CAR,7/1/2020,254.00
CHF DRC,7/1/2020,476.00
CHF Somalia,7/1/2020,400.00
CHF South Sudan,7/1/2020,309.00
CHF Sudan,7/1/2020,292.00
FTS Archive,7/1/2020,66.00
Monitor Humanitario,7/1/2020,269.00
OCHA Colombia Wiki,7/1/2020,"23,160.00"
SIDI / 4W Plus,7/1/2020,633.00
SIDI Legacy,7/1/2020,13.00
Humanitarian Tools,7/1/2020,487.00
"Disaster Response in Asia and the Pacific
",7/1/2020,53.00
Confluence Wiki - IM Toolbox and rest of wikis,7/1/2020,1.00
CERF Data API Documentation,7/1/2020,12.00
OCHAHub,7/1/2020,
Humanitarian ID - About and FAQ,7/1/2020,"1,876.00"
Deliver Aid Better,7/1/2020,"1,055.00"
Humanitarian ICT Forum 2017 Schedule,7/1/2020,
OCHA Year in Review 2014,7/1/2020,1.00
OCHA Year in Review 2015,7/1/2020,4.00
OCHA Year in Review 2016,7/1/2020,7.00
Well Being Survey COVID-19,7/1/2020,
Well Being Survey COVID-19 - French,7/1/2020,
Well Being Survey - French,7/1/2020,
oPt Humanitarian Atlas,7/1/2020,
West Bank Emergency Management System,7/1/2020,
Pakistan: COVID - 19 Portal,7/1/2020,175.00
COVID-19 Response in Somalia,7/1/2020,592.00
ROAP COVID-19 Data Portal,7/1/2020,511.00
ROMENA COVID-19 Data Portal,7/1/2020,7.00
ROLAC COVID-19 Data Portal,7/1/2020,49.00
Yemen Humanitarian Exposure,7/1/2020,59.00
DEEP - Landing Page,7/1/2020,486.00
HDX Tools,7/1/2020,
OCHA Learning Management System,7/1/2020,
#N/A,7/1/2020,74.00
OCT: Donors' Contributions Dashboard,7/1/2020,11.00
Global IM Cell - COVID,7/1/2020,442.00
OCHA 3W,7/1/2020,153.00
PSEA IASC,7/1/2020,430.00
Agenda for Humanity/PACT - Archived,8/1/2020,"2,670.00"
CBPF Public Portal,8/1/2020,"1,971.00"
CBPF Grants Management System,8/1/2020,"3,620.00"
Centre for Humanitarian Data,8/1/2020,"2,920.00"
CERF,8/1/2020,"7,262.00"
CERF Grant Management System,8/1/2020,
DEEP - App,8/1/2020,410.00
Environmental Emergencies Center,8/1/2020,
HDX,8/1/2020,"66,742.00"
HPC: FTS,8/1/2020,"13,401.00"
HPC: Humanitarian Insights,8/1/2020,"1,609.00"
HPC: Indicator Registry,8/1/2020,569.00
HPC: Projects,8/1/2020,"3,410.00"
HPC: Response Planning & Monitoring,8/1/2020,308.00
Humanitarian Atlas,8/1/2020,764.00
Humanitarian ID,8/1/2020,"12,458.00"
Humanitarian ID - Website,8/1/2020,"3,179.00"
Humanitarian Needs Overview Syria 2019,8/1/2020,554.00
Humanitarian Programme Cycle Yemen,8/1/2020,11.00
HumanitarianResponse.info,8/1/2020,"113,644.00"
HXL,8/1/2020,279.00
IASC Gender with Age Marker (GAM),8/1/2020,"1,049.00"
IASC Inter-Agency Standing Committee,8/1/2020,"36,261.00"
INSARAG,8/1/2020,"8,241.00"
KoBoToolbox - OCHA Instance,8/1/2020,"36,689.00"
OCHA Contribution Tracking (OCT),8/1/2020,120.00
OCHA Corporate Directory,8/1/2020,
OCHA Donor Support Group,8/1/2020,89.00
OCHA Exposure,8/1/2020,"5,300.00"
Online Project System (OPS) - Archived,8/1/2020,
Protection of Civilians Aide-Memoire,8/1/2020,50.00
Redhum,8/1/2020,"3,472.00"
ReliefWeb,8/1/2020,"1,272,951.00"
ReliefWeb Mobile,8/1/2020,"35,782.00"
SARA - Preparedness Tracker,8/1/2020,170.00
Saving Lives Together,8/1/2020,44.00
SMART - Surge Capacity,8/1/2020,
Healthy Field Worker,8/1/2020,219.00
Taxonomy Service,8/1/2020,71.00
UNDAC 25 years Ready to Go,8/1/2020,113.00
UNOCHA Occupied Palestinian Territories (oPt),8/1/2020,"10,761.00"
oPt 3W,8/1/2020,
oPt Access Coordination,8/1/2020,372.00
UNOCHA Syria Hub,8/1/2020,248.00
World Humanitarian Data and Trends 2017,8/1/2020,15.00
World Humanitarian Data and Trends 2018,8/1/2020,46.00
unocha.org,8/1/2020,"81,825.00"
"Emergency Response Collaboration Platforms (VOSOCC, HNPW, LEP & others)",8/1/2020,"9,324.00"
WCA Weekly Humanitarian Snapshot,8/1/2020,114.00
Lake Chad,8/1/2020,16.00
HPC: Assessment Registry & KMP,8/1/2020,703.00
Digital Situation Report,8/1/2020,"16,697.00"
EHA Connect,8/1/2020,
Donation Sites - Raisely - crisisrelief.un.org,8/1/2020,"2,753.00"
#N/A,8/1/2020,"15,125.00"
ReliefWeb Labs,8/1/2020,334.00
ReliefWeb API Documentation,8/1/2020,132.00
HumFin Data Hub,8/1/2020,831.00
"Well Being Survey
",8/1/2020,
Impossible Choices microsite - WHD 2016,8/1/2020,
Donation Sites - UN Foundation,8/1/2020,267.00
UNOCHA Wellbeing,8/1/2020,0.00
Pakistan Drought Portal,8/1/2020,
CBPF Grant Management System Blog,8/1/2020,73.00
CHF Aghanistan,8/1/2020,300.00
CHF CAR,8/1/2020,208.00
CHF DRC,8/1/2020,344.00
CHF Somalia,8/1/2020,429.00
CHF South Sudan,8/1/2020,263.00
CHF Sudan,8/1/2020,263.00
FTS Archive,8/1/2020,65.00
Monitor Humanitario,8/1/2020,332.00
OCHA Colombia Wiki,8/1/2020,"30,754.00"
SIDI / 4W Plus,8/1/2020,611.00
SIDI Legacy,8/1/2020,19.00
Humanitarian Tools,8/1/2020,487.00
"Disaster Response in Asia and the Pacific
",8/1/2020,57.00
Confluence Wiki - IM Toolbox and rest of wikis,8/1/2020,0.00
CERF Data API Documentation,8/1/2020,24.00
OCHAHub,8/1/2020,
Humanitarian ID - About and FAQ,8/1/2020,"1,589.00"
Deliver Aid Better,8/1/2020,965.00
Humanitarian ICT Forum 2017 Schedule,8/1/2020,
OCHA Year in Review 2014,8/1/2020,2.00
OCHA Year in Review 2015,8/1/2020,5.00
OCHA Year in Review 2016,8/1/2020,17.00
Well Being Survey COVID-19,8/1/2020,
Well Being Survey COVID-19 - French,8/1/2020,
Well Being Survey - French,8/1/2020,
oPt Humanitarian Atlas,8/1/2020,
West Bank Emergency Management System,8/1/2020,
Pakistan: COVID - 19 Portal,8/1/2020,43.00
COVID-19 Response in Somalia,8/1/2020,415.00
ROAP COVID-19 Data Portal,8/1/2020,241.00
ROMENA COVID-19 Data Portal,8/1/2020,5.00
ROLAC COVID-19 Data Portal,8/1/2020,24.00
Yemen Humanitarian Exposure,8/1/2020,169.00
DEEP - Landing Page,8/1/2020,775.00
HDX Tools,8/1/2020,
OCHA Learning Management System,8/1/2020,
#N/A,8/1/2020,62.00
OCT: Donors' Contributions Dashboard,8/1/2020,9.00
Global IM Cell - COVID,8/1/2020,507.00
OCHA 3W,8/1/2020,171.00
PSEA IASC,8/1/2020,769.00
Agenda for Humanity/PACT - Archived,9/1/2020,"2,479.00"
CBPF Public Portal,9/1/2020,"1,797.00"
CBPF Grants Management System,9/1/2020,"3,998.00"
Centre for Humanitarian Data,9/1/2020,"3,300.00"
CERF,9/1/2020,"6,950.00"
CERF Grant Management System,9/1/2020,
DEEP - App,9/1/2020,372.00
Environmental Emergencies Center,9/1/2020,
HDX,9/1/2020,"74,380.00"
HPC: FTS,9/1/2020,"14,861.00"
HPC: Humanitarian Insights,9/1/2020,"1,864.00"
HPC: Indicator Registry,9/1/2020,0.00
HPC: Projects,9/1/2020,"2,513.00"
HPC: Response Planning & Monitoring,9/1/2020,288.00
Humanitarian Atlas,9/1/2020,758.00
Humanitarian ID,9/1/2020,"13,234.00"
Humanitarian ID - Website,9/1/2020,"4,106.00"
Humanitarian Needs Overview Syria 2019,9/1/2020,749.00
Humanitarian Programme Cycle Yemen,9/1/2020,18.00
HumanitarianResponse.info,9/1/2020,"122,547.00"
HXL,9/1/2020,286.00
IASC Gender with Age Marker (GAM),9/1/2020,"1,262.00"
IASC Inter-Agency Standing Committee,9/1/2020,"33,335.00"
INSARAG,9/1/2020,"6,649.00"
KoBoToolbox - OCHA Instance,9/1/2020,"40,963.00"
OCHA Contribution Tracking (OCT),9/1/2020,138.00
OCHA Corporate Directory,9/1/2020,
OCHA Donor Support Group,9/1/2020,115.00
OCHA Exposure,9/1/2020,"2,123.00"
Online Project System (OPS) - Archived,9/1/2020,
Protection of Civilians Aide-Memoire,9/1/2020,0.00
Redhum,9/1/2020,"3,915.00"
ReliefWeb,9/1/2020,"1,373,527.00"
ReliefWeb Mobile,9/1/2020,"52,968.00"
SARA - Preparedness Tracker,9/1/2020,309.00
Saving Lives Together,9/1/2020,71.00
SMART - Surge Capacity,9/1/2020,
Healthy Field Worker,9/1/2020,238.00
Taxonomy Service,9/1/2020,78.00
UNDAC 25 years Ready to Go,9/1/2020,120.00
UNOCHA Occupied Palestinian Territories (oPt),9/1/2020,"12,050.00"
oPt 3W,9/1/2020,
oPt Access Coordination,9/1/2020,675.00
UNOCHA Syria Hub,9/1/2020,397.00
World Humanitarian Data and Trends 2017,9/1/2020,14.00
World Humanitarian Data and Trends 2018,9/1/2020,74.00
unocha.org,9/1/2020,"76,876.00"
"Emergency Response Collaboration Platforms (VOSOCC, HNPW, LEP & others)",9/1/2020,"6,757.00"
WCA Weekly Humanitarian Snapshot,9/1/2020,102.00
Lake Chad,9/1/2020,19.00
HPC: Assessment Registry & KMP,9/1/2020,"1,498.00"
Digital Situation Report,9/1/2020,"15,888.00"
EHA Connect,9/1/2020,
Donation Sites - Raisely - crisisrelief.un.org,9/1/2020,"3,305.00"
#N/A,9/1/2020,915.00
ReliefWeb Labs,9/1/2020,353.00
ReliefWeb API Documentation,9/1/2020,198.00
HumFin Data Hub,9/1/2020,941.00
"Well Being Survey
",9/1/2020,
Donation Sites - UN Foundation,9/1/2020,176.00
UNOCHA Wellbeing,9/1/2020,0.00
Pakistan Drought Portal,9/1/2020,0.00
CBPF Grant Management System Blog,9/1/2020,100.00
CHF Aghanistan,9/1/2020,394.00
CHF CAR,9/1/2020,199.00
CHF DRC,9/1/2020,336.00
CHF Somalia,9/1/2020,831.00
CHF South Sudan,9/1/2020,291.00
CHF Sudan,9/1/2020,308.00
FTS Archive,9/1/2020,75.00
Monitor Humanitario,9/1/2020,281.00
OCHA Colombia Wiki,9/1/2020,"38,243.00"
SIDI / 4W Plus,9/1/2020,558.00
SIDI Legacy,9/1/2020,14.00
Humanitarian Tools,9/1/2020,571.00
"Disaster Response in Asia and the Pacific
",9/1/2020,76.00
Confluence Wiki - IM Toolbox and rest of wikis,9/1/2020,10.00
CERF Data API Documentation,9/1/2020,16.00
OCHAHub,9/1/2020,
Humanitarian ID - About and FAQ,9/1/2020,"1,673.00"
Deliver Aid Better,9/1/2020,815.00
Humanitarian ICT Forum 2017 Schedule,9/1/2020,
OCHA Year in Review 2014,9/1/2020,5.00
OCHA Year in Review 2015,9/1/2020,4.00
OCHA Year in Review 2016,9/1/2020,10.00
Well Being Survey COVID-19,9/1/2020,
Well Being Survey COVID-19 - French,9/1/2020,
Well Being Survey - French,9/1/2020,
oPt Humanitarian Atlas,9/1/2020,
West Bank Emergency Management System,9/1/2020,
Pakistan: COVID - 19 Portal,9/1/2020,8.00
COVID-19 Response in Somalia,9/1/2020,354.00
ROAP COVID-19 Data Portal,9/1/2020,183.00
ROMENA COVID-19 Data Portal,9/1/2020,1.00
ROLAC COVID-19 Data Portal,9/1/2020,23.00
Yemen Humanitarian Exposure,9/1/2020,60.00
DEEP - Landing Page,9/1/2020,494.00
HDX Tools,9/1/2020,
OCHA Learning Management System,9/1/2020,
#N/A,9/1/2020,66.00
OCT: Donors' Contributions Dashboard,9/1/2020,9.00
Global IM Cell - COVID,9/1/2020,264.00
OCHA 3W,9/1/2020,74.00
PSEA IASC,9/1/2020,"1,841.00"
Common Operational Datasets,9/1/2020,253.00
CBPF Public Portal,10/1/2020,"2,035.00"
CBPF Grants Management System,10/1/2020,"4,174.00"
Centre for Humanitarian Data,10/1/2020,"3,819.00"
CERF,10/1/2020,"7,395.00"
CERF Grant Management System,10/1/2020,
DEEP - App,10/1/2020,444.00
Environmental Emergencies Center,10/1/2020,
HDX,10/1/2020,"78,516.00"
HPC: FTS,10/1/2020,"10,574.00"
HPC: Humanitarian Insights,10/1/2020,"2,099.00"
HPC: Indicator Registry,10/1/2020,0.00
HPC: Projects,10/1/2020,"9,377.00"
HPC: Response Planning & Monitoring,10/1/2020,443.00
Humanitarian Atlas,10/1/2020,678.00
Humanitarian ID,10/1/2020,"16,678.00"
Humanitarian ID - Website,10/1/2020,"3,601.00"
Humanitarian Needs Overview Syria 2019,10/1/2020,782.00
Humanitarian Programme Cycle Yemen,10/1/2020,23.00
HumanitarianResponse.info,10/1/2020,"135,795.00"
HXL,10/1/2020,296.00
IASC Gender with Age Marker (GAM),10/1/2020,"3,535.00"
IASC Inter-Agency Standing Committee,10/1/2020,"30,780.00"
INSARAG,10/1/2020,"6,312.00"
KoBoToolbox - OCHA Instance,10/1/2020,"41,015.00"
OCHA Contribution Tracking (OCT),10/1/2020,166.00
OCHA Corporate Directory,10/1/2020,
OCHA Donor Support Group,10/1/2020,136.00
OCHA Exposure,10/1/2020,"2,487.00"
Online Project System (OPS) - Archived,10/1/2020,0.00
Protection of Civilians Aide-Memoire,10/1/2020,0.00
Redhum,10/1/2020,"4,678.00"
ReliefWeb,10/1/2020,"1,657,625.00"
ReliefWeb Mobile,10/1/2020,"47,683.00"
SARA - Preparedness Tracker,10/1/2020,299.00
Saving Lives Together,10/1/2020,29.00
SMART - Surge Capacity,10/1/2020,
Healthy Field Worker,10/1/2020,238.00
Taxonomy Service,10/1/2020,71.00
UNDAC 25 years Ready to Go,10/1/2020,130.00
UNOCHA Occupied Palestinian Territories (oPt),10/1/2020,"12,917.00"
oPt 3W,10/1/2020,
oPt Access Coordination,10/1/2020,508.00
UNOCHA Syria Hub,10/1/2020,376.00
World Humanitarian Data and Trends 2017,10/1/2020,23.00
World Humanitarian Data and Trends 2018,10/1/2020,64.00
unocha.org,10/1/2020,"83,155.00"
"Emergency Response Collaboration Platforms (VOSOCC, HNPW, LEP & others)",10/1/2020,"8,462.00"
WCA Weekly Humanitarian Snapshot,10/1/2020,78.00
Lake Chad,10/1/2020,25.00
HPC: Assessment Registry & KMP,10/1/2020,"1,592.00"
Digital Situation Report,10/1/2020,"14,923.00"
EHA Connect,10/1/2020,
Donation Sites - Raisely - crisisrelief.un.org,10/1/2020,"1,064.00"
#N/A,10/1/2020,618.00
ReliefWeb Labs,10/1/2020,373.00
ReliefWeb API Documentation,10/1/2020,152.00
HumFin Data Hub,10/1/2020,"1,240.00"
"Well Being Survey
",10/1/2020,
Donation Sites - UN Foundation,10/1/2020,237.00
UNOCHA Wellbeing,10/1/2020,0.00
Pakistan Drought Portal,10/1/2020,0.00
CBPF Grant Management System Blog,10/1/2020,153.00
CHF Aghanistan,10/1/2020,436.00
CHF CAR,10/1/2020,208.00
CHF DRC,10/1/2020,346.00
CHF Somalia,10/1/2020,599.00
CHF South Sudan,10/1/2020,397.00
CHF Sudan,10/1/2020,277.00
FTS Archive,10/1/2020,129.00
Monitor Humanitario,10/1/2020,260.00
OCHA Colombia Wiki,10/1/2020,"39,068.00"
SIDI Legacy,10/1/2020,10.00
"Disaster Response in Asia and the Pacific
",10/1/2020,107.00
Confluence Wiki - IM Toolbox and rest of wikis,10/1/2020,13.00
CERF Data API Documentation,10/1/2020,27.00
OCHAHub,10/1/2020,
Humanitarian ID - About and FAQ,10/1/2020,"2,231.00"
Deliver Aid Better,10/1/2020,801.00
Humanitarian ICT Forum 2017 Schedule,10/1/2020,
OCHA Year in Review 2014,10/1/2020,2.00
OCHA Year in Review 2015,10/1/2020,5.00
OCHA Year in Review 2016,10/1/2020,7.00
Well Being Survey COVID-19,10/1/2020,
Well Being Survey COVID-19 - French,10/1/2020,
Well Being Survey - French,10/1/2020,
oPt Humanitarian Atlas,10/1/2020,
West Bank Emergency Management System,10/1/2020,
Pakistan: COVID - 19 Portal,10/1/2020,91.00
COVID-19 Response in Somalia,10/1/2020,394.00
ROAP COVID-19 Data Portal,10/1/2020,221.00
ROMENA COVID-19 Data Portal,10/1/2020,3.00
ROLAC COVID-19 Data Portal,10/1/2020,15.00
Yemen Humanitarian Exposure,10/1/2020,162.00
DEEP - Landing Page,10/1/2020,563.00
HDX Tools,10/1/2020,
OCHA Learning Management System,10/1/2020,
#N/A,10/1/2020,89.00
OCT: Donors' Contributions Dashboard,10/1/2020,12.00
Global IM Cell - COVID,10/1/2020,583.00
OCHA 3W,10/1/2020,112.00
PSEA IASC,10/1/2020,"3,287.00"
Common Operational Datasets,10/1/2020,258.00
CBPF Public Portal,11/1/2020,"2,146.00"
CBPF Grants Management System,11/1/2020,"4,656.00"
Centre for Humanitarian Data,11/1/2020,"2,749.00"
CERF,11/1/2020,"8,924.00"
CERF Grant Management System,11/1/2020,
DEEP - App,11/1/2020,461.00
Environmental Emergencies Center,11/1/2020,
HDX,11/1/2020,"77,431.00"
HPC: FTS,11/1/2020,5.00
HPC: Humanitarian Insights,11/1/2020,"2,603.00"
HPC: Indicator Registry,11/1/2020,0.00
HPC: Projects,11/1/2020,"8,012.00"
HPC: Response Planning & Monitoring,11/1/2020,642.00
Humanitarian Atlas,11/1/2020,563.00
Humanitarian ID,11/1/2020,"17,116.00"
Humanitarian ID - Website,11/1/2020,"3,497.00"
Humanitarian Needs Overview Syria 2019,11/1/2020,887.00
Humanitarian Programme Cycle Yemen,11/1/2020,28.00
HumanitarianResponse.info,11/1/2020,"126,354.00"
HXL,11/1/2020,327.00
IASC Gender with Age Marker (GAM),11/1/2020,"2,257.00"
IASC Inter-Agency Standing Committee,11/1/2020,"29,100.00"
INSARAG,11/1/2020,"6,138.00"
KoBoToolbox - OCHA Instance,11/1/2020,"40,217.00"
OCHA Contribution Tracking (OCT),11/1/2020,148.00
OCHA Corporate Directory,11/1/2020,
OCHA Donor Support Group,11/1/2020,130.00
OCHA Exposure,11/1/2020,"2,481.00"
Online Project System (OPS) - Archived,11/1/2020,0.00
Protection of Civilians Aide-Memoire,11/1/2020,0.00
Redhum,11/1/2020,"3,137.00"
ReliefWeb,11/1/2020,"1,703,140.00"
ReliefWeb Mobile,11/1/2020,"40,573.00"
SARA - Preparedness Tracker,11/1/2020,331.00
Saving Lives Together,11/1/2020,41.00
SMART - Surge Capacity,11/1/2020,
Healthy Field Worker,11/1/2020,264.00
Taxonomy Service,11/1/2020,73.00
UNDAC 25 years Ready to Go,11/1/2020,287.00
UNOCHA Occupied Palestinian Territories (oPt),11/1/2020,"16,254.00"
oPt 3W,11/1/2020,
oPt Access Coordination,11/1/2020,437.00
UNOCHA Syria Hub,11/1/2020,418.00
World Humanitarian Data and Trends 2017,11/1/2020,25.00
World Humanitarian Data and Trends 2018,11/1/2020,70.00
unocha.org,11/1/2020,"92,886.00"
"Emergency Response Collaboration Platforms (VOSOCC, HNPW, LEP & others)",11/1/2020,"9,183.00"
WCA Weekly Humanitarian Snapshot,11/1/2020,104.00
Lake Chad,11/1/2020,17.00
HPC: Assessment Registry & KMP,11/1/2020,"1,689.00"
Digital Situation Report,11/1/2020,"18,647.00"
EHA Connect,11/1/2020,
Donation Sites - Raisely - crisisrelief.un.org,11/1/2020,"2,767.00"
#N/A,11/1/2020,614.00
ReliefWeb Labs,11/1/2020,294.00
ReliefWeb API Documentation,11/1/2020,147.00
HumFin Data Hub,11/1/2020,"1,114.00"
"Well Being Survey
",11/1/2020,
Donation Sites - UN Foundation,11/1/2020,299.00
UNOCHA Wellbeing,11/1/2020,0.00
Pakistan Drought Portal,11/1/2020,0.00
CBPF Grant Management System Blog,11/1/2020,76.00
CHF Aghanistan,11/1/2020,520.00
CHF CAR,11/1/2020,241.00
CHF DRC,11/1/2020,259.00
CHF Somalia,11/1/2020,459.00
CHF South Sudan,11/1/2020,326.00
CHF Sudan,11/1/2020,244.00
FTS Archive,11/1/2020,88.00
Monitor Humanitario,11/1/2020,306.00
OCHA Colombia Wiki,11/1/2020,"23,653.00"
SIDI Legacy,11/1/2020,14.00
"Disaster Response in Asia and the Pacific
",11/1/2020,105.00
Confluence Wiki - IM Toolbox and rest of wikis,11/1/2020,26.00
CERF Data API Documentation,11/1/2020,22.00
OCHAHub,11/1/2020,
Humanitarian ID - About and FAQ,11/1/2020,"4,039.00"
Deliver Aid Better,11/1/2020,"1,151.00"
Humanitarian ICT Forum 2017 Schedule,11/1/2020,
OCHA Year in Review 2014,11/1/2020,4.00
OCHA Year in Review 2015,11/1/2020,6.00
OCHA Year in Review 2016,11/1/2020,15.00
Well Being Survey COVID-19,11/1/2020,
Well Being Survey COVID-19 - French,11/1/2020,
Well Being Survey - French,11/1/2020,
oPt Humanitarian Atlas,11/1/2020,
West Bank Emergency Management System,11/1/2020,
Pakistan: COVID - 19 Portal,11/1/2020,98.00
COVID-19 Response in Somalia,11/1/2020,357.00
ROAP COVID-19 Data Portal,11/1/2020,203.00
ROMENA COVID-19 Data Portal,11/1/2020,1.00
ROLAC COVID-19 Data Portal,11/1/2020,8.00
Yemen Humanitarian Exposure,11/1/2020,40.00
DEEP - Landing Page,11/1/2020,517.00
HDX Tools,11/1/2020,
OCHA Learning Management System,11/1/2020,
#N/A,11/1/2020,73.00
OCT: Donors' Contributions Dashboard,11/1/2020,11.00
Global IM Cell - COVID,11/1/2020,533.00
OCHA 3W,11/1/2020,66.00
PSEA IASC,11/1/2020,"2,593.00"
Common Operational Datasets,11/1/2020,197.00
CBPF Public Portal,12/1/2020,"1,974.00"
CBPF Grants Management System,12/1/2020,"3,979.00"
Centre for Humanitarian Data,12/1/2020,"3,181.00"
CERF,12/1/2020,"8,353.00"
CERF Grant Management System,12/1/2020,
DEEP - App,12/1/2020,334.00
Environmental Emergencies Center,12/1/2020,
HDX,12/1/2020,"67,726.00"
HPC: FTS,12/1/2020,"11,413.00"
HPC: Humanitarian Insights,12/1/2020,"2,963.00"
HPC: Indicator Registry,12/1/2020,0.00
HPC: Projects,12/1/2020,"19,802.00"
HPC: Response Planning & Monitoring,12/1/2020,496.00
Humanitarian Atlas,12/1/2020,689.00
Humanitarian ID,12/1/2020,"15,812.00"
